NAME OF COMPANY, DATE OF LISTING,SYMBOL, SERIES, ISIN NUMBER, PAID UP VALUE, MARKET LOT, FACE VALUE
Nelcast Limited,27-Jun-07,NELCAST,EQ,INE189I01024,2,1,2
NELCO Limited,28-May-03,NELCO,EQ,INE045B01015,10,1,10
Nesco Limited,8-Apr-08,NESCO,EQ,INE317F01035,2,1,2
Nestle India Limited,8-Jan-10,NESTLEIND,EQ,INE239A01016,10,1,10
Network18 Media & Investments Limited,2-Feb-07,NETWORK18,EQ,INE870H01013,5,1,5
Neuland Laboratories Limited,13-Oct-08,NEULANDLAB,EQ,INE794A01010,10,1,10
Newgen Software Technologies Limited,29-Jan-18,NEWGEN,EQ,INE619B01017,10,1,10
Next Mediaworks Limited,4-Apr-01,NEXTMEDIA,EQ,INE747B01016,10,1,10
National Fertilizers Limited,28-Dec-06,NFL,EQ,INE870D01012,10,1,10
Narayana Hrudayalaya Ltd.,6-Jan-16,NH,EQ,INE410P01011,10,1,10
NHPC Limited,1-Sep-09,NHPC,EQ,INE848E01016,10,1,10
The New India Assurance Company Limited,13-Nov-17,NIACL,EQ,INE470Y01017,5,1,5
NRB Industrial Bearings Limited,9-Apr-13,NIBL,BE,INE047O01014,2,1,2
NIIT Limited,16-Aug-04,NIITLTD,EQ,INE161A01038,2,1,2
NIIT Technologies Limited,30-Aug-04,NIITTECH,EQ,INE591G01017,10,1,10
Nila Infrastructures Limited,21-May-15,NILAINFRA,EQ,INE937C01029,1,1,1
Nilkamal Limited,1-Nov-95,NILKAMAL,EQ,INE310A01015,10,1,10
Indo-National Limited,6-Oct-99,NIPPOBATRY,EQ,INE567A01010,10,1,10
Niraj Ispat Industries Limited,27-Oct-16,NIRAJISPAT,BE,INE326T01011,10,1,10
Nitco Limited,21-Mar-06,NITCO,EQ,INE858F01012,10,1,10
Nitesh Estates Limited,13-May-10,NITESHEST,EQ,INE639K01016,10,1,10
Nitin Fire Protection Industries Limited,5-Jun-07,NITINFIRE,EQ,INE489H01020,2,1,2
Nitin Spinners Limited,2-Feb-06,NITINSPIN,EQ,INE229H01012,10,1,10
NK Industries Limited,7-Jul-95,NKIND,EQ,INE542C01019,10,1,10
NLC India Limited,23-Aug-00,NLCINDIA,EQ,INE589A01014,10,1,10
NMDC Limited,3-Mar-08,NMDC,EQ,INE584A01023,1,1,1
NOCIL Limited,17-Jan-96,NOCIL,EQ,INE163A01018,10,1,10
Noida Toll Bridge Company Limited,6-Dec-02,NOIDATOLL,EQ,INE781B01015,10,1,10
Norben Tea & Exports Limited,26-Jun-96,NORBTEAEXP,BE,INE369C01017,10,1,10
N R Agarwal Industries Limited,5-Apr-17,NRAIL,EQ,INE740D01017,10,1,10
NRB Bearing Limited,8-Mar-00,NRBBEARING,EQ,INE349A01021,2,1,2
Nalwa Sons Investments Limited,17-Nov-03,NSIL,EQ,INE023A01030,10,1,10
Neueon Towers Limited,11-Sep-13,NTL,EQ,INE333I01036,10,1,10
NTPC Limited,5-Nov-04,NTPC,EQ,INE733E01010,10,1,10
Nucleus Software Exports Limited,19-Dec-02,NUCLEUS,EQ,INE096B01018,10,1,10
Nu Tek India Limited,27-Aug-08,NUTEK,EQ,INE318J01027,5,1,5
Oberoi Realty Limited,20-Oct-10,OBEROIRLTY,EQ,INE093I01010,10,1,10
Oriental Carbon & Chemicals Limited,27-Jan-16,OCCL,EQ,INE321D01016,10,1,10
OCL India Limited,15-Sep-04,OCL,EQ,INE290B01025,2,1,2
Oracle Financial Services Software Limited,28-Jun-02,OFSS,EQ,INE881D01027,5,1,5
Oil India Limited,30-Sep-09,OIL,EQ,INE274J01014,10,1,10
Oil Country Tubular Limited,30-Aug-95,OILCOUNTUB,EQ,INE591A01010,10,1,10
OCL Iron and Steel Limited,1-Aug-08,OISL,BE,INE196J01019,1,1,1
Olectra Greentech Limited,20-Mar-02,OLECTRA,BE,INE260D01016,4,1,4
Omax Autos Limited,20-Feb-03,OMAXAUTO,EQ,INE090B01011,10,1,10
Omaxe Limited,9-Aug-07,OMAXE,EQ,INE800H01010,10,1,10
Omkar Speciality Chemicals Limited,10-Feb-11,OMKARCHEM,EQ,INE474L01016,10,1,10
OM Metals Infraprojects Limited,17-Jun-11,OMMETALS,EQ,INE239D01028,1,1,1
Onelife Capital Advisors Limited,17-Oct-11,ONELIFECAP,EQ,INE912L01015,10,1,10
Oil & Natural Gas Corporation Limited,19-Jul-95,ONGC,EQ,INE213A01029,5,1,5
OnMobile Global Limited,19-Feb-08,ONMOBILE,EQ,INE809I01019,10,1,10
Onward Technologies Limited,7-Mar-01,ONWARDTEC,EQ,INE229A01017,10,1,10
Optiemus Infracom Limited,8-Aug-17,OPTIEMUS,BE,INE350C01017,10,1,10
Opto Circuits (India) Limited,25-Aug-03,OPTOCIRCUI,BE,INE808B01016,10,1,10
Orbit Exports Limited,5-Nov-13,ORBTEXP,EQ,INE231G01010,10,1,10
Orchid Pharma Limited,2-Jul-97,ORCHIDPHAR,BZ,INE191A01019,10,1,10
Oricon Enterprises Limited,24-Jul-15,ORICONENT,EQ,INE730A01022,2,1,2
Orient Abrasives Limited,15-Dec-05,ORIENTABRA,EQ,INE569C01020,1,1,1
Oriental Trimex Limited,7-Mar-07,ORIENTALTL,EQ,INE998H01012,10,1,10
Oriental Bank of Commerce,2-Jul-97,ORIENTBANK,EQ,INE141A01014,10,1,10
Orient Bell Limited,14-Feb-07,ORIENTBELL,EQ,INE607D01018,10,1,10
Orient Cement Limited,12-Jul-13,ORIENTCEM,EQ,INE876N01018,1,1,1
Orient Electric Limited,14-May-18,ORIENTELEC,EQ,INE142Z01019,1,1,1
Oriental Hotels Limited,27-Aug-98,ORIENTHOT,EQ,INE750A01020,1,1,1
Orient Press Limited,3-Mar-10,ORIENTLTD,EQ,INE609C01024,10,1,10
Orient Paper & Industries Limited,29-Mar-95,ORIENTPPR,EQ,INE592A01026,1,1,1
Orient Refractories Limited,12-Mar-12,ORIENTREF,EQ,INE743M01012,1,1,1
The Orissa Minerals Development Company Limited,29-Sep-10,ORISSAMINE,EQ,INE725E01024,1,1,1
Ortel Communications Limited,19-Mar-15,ORTEL,BE,INE849L01019,10,1,10
Ortin Laboratories Limited,21-Aug-15,ORTINLABSS,EQ,INE749B01012,10,1,10
Oswal Agro Mills Limited,29-Mar-95,OSWALAGRO,EQ,INE142A01012,10,1,10
PAE Limited,12-Apr-95,PAEL,EQ,INE766A01018,10,1,10
Page Industries Limited,16-Mar-07,PAGEIND,EQ,INE761H01022,10,1,10
Paisalo Digital Limited,17-Oct-11,PAISALO,EQ,INE420C01042,10,1,10
Palash Securities Limited,28-Jul-17,PALASHSECU,EQ,INE471W01019,10,1,10
Palred Technologies Limited,9-May-16,PALREDTEC,EQ,INE218G01033,10,1,10
Panacea Biotec Limited,17-Apr-96,PANACEABIO,EQ,INE922B01023,1,1,1
Panama Petrochem Limited,30-Sep-11,PANAMAPET,EQ,INE305C01029,2,1,2
Huhtamaki PPL Limited,1-Oct-04,PAPERPROD,EQ,INE275B01026,2,1,2
Parabolic Drugs Limited,1-Jul-10,PARABDRUGS,EQ,INE618H01016,10,1,10
Paramount Communications Limited,3-Jan-07,PARACABLES,EQ,INE074B01023,2,1,2
Parag Milk Foods Limited,19-May-16,PARAGMILK,EQ,INE883N01014,10,1,10
Parsvnath Developers Limited,30-Nov-06,PARSVNATH,EQ,INE561H01026,5,1,5
Patel Engineering Limited,24-Feb-05,PATELENG,EQ,INE244B01030,1,1,1
Patel Integrated Logistics Limited,11-Jan-08,PATINTLOG,EQ,INE529D01014,10,1,10
Patspin India Limited,10-May-95,PATSPINLTD,EQ,INE790C01014,10,1,10
PBA Infrastructure Limited,24-Nov-05,PBAINFRA,BE,INE160H01019,10,1,10
PC Jeweller Limited,27-Dec-12,PCJEWELLER,EQ,INE785M01013,10,1,10
Pudumjee Paper Products Limited,30-Mar-16,PDMJEPAPER,EQ,INE865T01018,1,1,1
Parenteral Drugs (India) Limited,19-Aug-10,PDPL,EQ,INE904D01019,10,1,10
PDS Multinational Fashions Limited,21-Oct-14,PDSMFL,EQ,INE111Q01013,10,1,10
Pearl Polymers Limited,11-Oct-95,PEARLPOLY,BE,INE844A01013,10,1,10
Piramal Enterprises Limited,8-Feb-95,PEL,EQ,INE140A01024,2,1,2
Pennar Industries Limited,25-Nov-10,PENIND,EQ,INE932A01024,5,1,5
Peninsula Land Limited,8-Feb-95,PENINLAND,EQ,INE138A01028,2,1,2
Pennar Engineered Building Systems Limited,10-Sep-15,PENPEBS,EQ,INE455O01019,10,1,10
Persistent Systems Limited,6-Apr-10,PERSISTENT,EQ,INE262H01013,10,1,10
Petron Engineering Construction Limited,27-Dec-95,PETRONENGG,BE,INE742A01019,10,1,10
Petronet LNG Limited,26-Mar-04,PETRONET,EQ,INE347G01014,10,1,10
Power Finance Corporation Limited,23-Feb-07,PFC,EQ,INE134E01011,10,1,10
Pfizer Limited,28-Apr-99,PFIZER,EQ,INE182A01018,10,1,10
Prime Focus Limited,20-Jun-06,PFOCUS,EQ,INE367G01038,1,1,1
PTC India Financial Services Limited,30-Mar-11,PFS,EQ,INE560K01014,10,1,10
PG Electroplast Limited,26-Sep-11,PGEL,EQ,INE457L01011,10,1,10
Procter & Gamble Hygiene and Health Care Limited,7-Jul-04,PGHH,EQ,INE179A01014,10,1,10
Pearl Global Industries Limited,15-Feb-07,PGIL,EQ,INE940H01014,10,1,10
Phillips Carbon Black Limited,29-Mar-95,PHILIPCARB,EQ,INE602A01023,2,1,2
The Phoenix Mills Limited,23-Apr-07,PHOENIXLTD,EQ,INE211B01039,2,1,2
Pidilite Industries Limited,29-Mar-95,PIDILITIND,EQ,INE318A01026,1,1,1
PI Industries Limited,15-Jun-11,PIIND,EQ,INE603J01030,1,1,1
Pilani Investment and Industries Corporation Limited,8-Dec-15,PILANIINVS,BE,INE417C01014,10,1,10
PIL ITALICA LIFESTYLE LIMITED,7-Oct-13,PILITA,EQ,INE600A01035,1,1,1
Pioneer Distilleries Limited,15-Jun-10,PIONDIST,EQ,INE889E01010,10,1,10
Pioneer Embroideries Limited,16-May-06,PIONEEREMB,EQ,INE156C01018,10,1,10
Piramal Phytocare Limited,29-May-08,PIRPHYTO,BE,INE122J01015,10,1,10
Pitti Engineering Limited,2-Feb-07,PITTIENG,EQ,INE450D01021,5,1,5
The Peria Karamalai Tea & Produce Company Limited,19-Aug-15,PKTEA,BE,INE431F01018,10,1,10
Plastiblends India Limited,28-Dec-06,PLASTIBLEN,EQ,INE083C01022,5,1,5
Punjab National Bank,24-Apr-02,PNB,EQ,INE160A01022,2,1,2
PNB Gilts Limited,18-Sep-00,PNBGILTS,EQ,INE859A01011,10,1,10
PNB Housing Finance Limited,7-Nov-16,PNBHOUSING,EQ,INE572E01012,10,1,10
Pritish Nandy Communications Limited,11-Dec-00,PNC,EQ,INE392B01011,10,1,10
PNC Infratech Limited,26-May-15,PNCINFRA,EQ,INE195J01029,2,1,2
Pochiraju Industries Limited,9-Feb-07,POCHIRAJU,EQ,INE332G01032,10,1,10
Poddar Housing and Development Limited,10-Apr-17,PODDARHOUS,EQ,INE888B01018,10,1,10
Poddar Pigments Limited,22-Nov-16,PODDARMENT,EQ,INE371C01013,10,1,10
Pokarna Limited,7-Jul-16,POKARNA,EQ,INE637C01025,2,1,2
Poly Medicure Limited,7-Dec-11,POLYMED,EQ,INE205C01021,5,1,5
Polyplex Corporation Limited,11-Apr-03,POLYPLEX,EQ,INE633B01018,10,1,10
Ponni Sugars (Erode) Limited,16-Apr-02,PONNIERODE,EQ,INE838E01017,10,1,10
Power Grid Corporation of India Limited,5-Oct-07,POWERGRID,EQ,INE752E01010,10,1,10
Power Mech Projects Limited,26-Aug-15,POWERMECH,EQ,INE211R01019,10,1,10
PPAP Automotive Limited,11-Jan-08,PPAP,EQ,INE095I01015,10,1,10
Prabhat Dairy Limited,21-Sep-15,PRABHAT,EQ,INE302M01033,10,1,10
Pradip Overseas Limited,5-Apr-10,PRADIP,BE,INE495J01015,10,1,10
Prajay Engineers Syndicate Limited,2-Jan-07,PRAENG,BE,INE505C01016,10,1,10
Praj Industries Limited,11-Oct-95,PRAJIND,EQ,INE074A01025,2,1,2
Prakash Industries Limited,10-May-95,PRAKASH,EQ,INE603A01013,10,1,10
Prakash Constrowell Limited,4-Oct-11,PRAKASHCON,EQ,INE023M01027,1,1,1
Pratibha Industries Limited,16-Mar-06,PRATIBHA,EQ,INE308H01022,2,1,2
Praxis Home Retail Limited,31-Jan-18,PRAXIS,EQ,INE546Y01022,5,1,5
Precision Camshafts Limited,8-Feb-16,PRECAM,EQ,INE484I01029,10,1,10
Precot Meridian Limited,19-Aug-05,PRECOT,EQ,INE283A01014,10,1,10
Precision Wires India Limited,6-Sep-95,PRECWIRE,EQ,INE372C01029,5,1,5
Premier Explosives Limited,17-Jun-16,PREMEXPLN,EQ,INE863B01011,10,1,10
Premier Limited,3-Apr-96,PREMIER,EQ,INE342A01018,10,1,10
Premier Polyfilm Limited,13-Dec-95,PREMIERPOL,EQ,INE309M01012,5,1,5
Pressman Advertising Limited,5-Jan-05,PRESSMN,EQ,INE980A01023,2,1,2
Prestige Estates Projects Limited,27-Oct-10,PRESTIGE,EQ,INE811K01011,10,1,10
Pricol Limited,10-Feb-17,PRICOLLTD,EQ,INE726V01018,1,1,1
Prime Securities Limited,17-Jun-05,PRIMESECU,EQ,INE032B01021,5,1,5
Provogue (India) Limited,26-Mar-12,PROVOGE,EQ,INE968G01033,1,1,1
Prozone Intu Properties Limited,12-Sep-12,PROZONINTU,EQ,INE195N01013,2,1,2
Prism Johnson Limited,20-Aug-03,PRSMJOHNSN,EQ,INE010A01011,10,1,10
Punjab & Sind Bank,30-Dec-10,PSB,EQ,INE608A01012,10,1,10
PSL Limited,29-May-03,PSL,EQ,INE474B01017,10,1,10
PSP Projects Limited,29-May-17,PSPPROJECT,EQ,INE488V01015,10,1,10
PTC India Limited,7-Apr-04,PTC,EQ,INE877F01012,10,1,10
PTL Enterprises Limited,29-Jan-07,PTL,EQ,INE034D01031,2,1,2
Punjab Chemicals & Crop Protection Limited,8-Mar-07,PUNJABCHEM,EQ,INE277B01014,10,1,10
Punj Lloyd Limited,6-Jan-06,PUNJLLOYD,EQ,INE701B01021,2,1,2
Puravankara Limited,30-Aug-07,PURVA,EQ,INE323I01011,5,1,5
PVP Ventures Limited,3-Apr-96,PVP,EQ,INE362A01016,10,1,10
PVR Limited,4-Jan-06,PVR,EQ,INE191H01014,10,1,10
Quess Corp Limited,12-Jul-16,QUESS,EQ,INE615P01015,10,1,10
Quick Heal Technologies Limited,18-Feb-16,QUICKHEAL,EQ,INE306L01010,10,1,10
Quintegra Solutions Limited,20-Dec-00,QUINTEGRA,EQ,INE033B01011,10,1,10
Radaan Mediaworks India Limited,27-Feb-03,RADAAN,EQ,INE874F01027,2,1,2
Radico Khaitan Limited,18-Jun-03,RADICO,EQ,INE944F01028,2,1,2
Music Broadcast Limited,17-Mar-17,RADIOCITY,EQ,INE919I01016,10,1,10
Rain Industries Limited,3-Mar-08,RAIN,BE,INE855B01025,2,1,2
Rainbow Papers Limited,2-Jun-10,RAINBOWPAP,BE,INE028D01025,2,1,2
Rajesh Exports Limited,9-Feb-00,RAJESHEXPO,EQ,INE343B01030,1,1,1
Raj Rayon Industries Limited,4-Jan-07,RAJRAYON,BE,INE533D01024,1,1,1
Rajshree Sugars & Chemicals Limited,29-Mar-95,RAJSREESUG,EQ,INE562B01019,10,1,10
Raj Television Network Limited,16-Mar-07,RAJTV,EQ,INE952H01027,5,1,5
Rajvir Industries Limited,20-Sep-05,RAJVIR,BE,INE011H01014,10,1,10
Rallis India Limited,1-Apr-99,RALLIS,EQ,INE613A01020,1,1,1
Shree Rama Newsprint Limited,20-Sep-06,RAMANEWS,EQ,INE278B01020,10,1,10
Rama Steel Tubes Limited,19-Aug-15,RAMASTEEL,EQ,INE230R01027,5,1,5
The Ramco Cements Limited,9-Apr-97,RAMCOCEM,EQ,INE331A01037,1,1,1
Ramco Industries Limited,6-Nov-96,RAMCOIND,EQ,INE614A01028,1,1,1
Ramco Systems Limited,12-Apr-00,RAMCOSYS,EQ,INE246B01019,10,1,10
Ramgopal Polytex Limited,29-Mar-95,RAMGOPOLY,BE,INE410D01017,10,1,10
Ramky Infrastructure Limited,8-Oct-10,RAMKY,EQ,INE874I01013,10,1,10
Ramsarup Industries Limited,9-Jul-07,RAMSARUP,BZ,INE005D01015,10,1,10
Rana Sugars Limited,24-Feb-05,RANASUG,EQ,INE625B01014,10,1,10
Rane Engine Valve Limited,24-Jun-08,RANEENGINE,EQ,INE222J01013,10,1,10
Rane Holdings Limited,24-Sep-97,RANEHOLDIN,EQ,INE384A01010,10,1,10
Ratnamani Metals & Tubes Limited,9-May-06,RATNAMANI,EQ,INE703B01027,2,1,2
Raymond Limited,18-Oct-95,RAYMOND,EQ,INE301A01014,10,1,10
Rane Brake Lining Limited,20-Jun-08,RBL,EQ,INE244J01017,10,1,10
RBL Bank Limited,31-Aug-16,RBLBANK,EQ,INE976G01028,10,1,10
Rashtriya Chemicals and Fertilizers Limited,7-Jan-98,RCF,EQ,INE027A01015,10,1,10
Reliance Communications Limited,6-Mar-06,RCOM,EQ,INE330H01018,5,1,5
Rural Electrification Corporation Limited,12-Mar-08,RECLTD,EQ,INE020B01018,10,1,10
Redington (India) Limited,15-Feb-07,REDINGTON,EQ,INE891D01026,2,1,2
Refex Industries Limited,3-Dec-09,REFEX,EQ,INE056I01017,10,1,10
Regency Ceramics Limited,5-Jun-96,REGENCERAM,BE,INE277C01012,10,1,10
Relaxo Footwears Limited,17-Jun-11,RELAXO,EQ,INE131B01039,1,1,1
Reliance Capital Limited,29-Nov-95,RELCAPITAL,EQ,INE013A01015,10,1,10
Reliance Industries Limited,29-Nov-95,RELIANCE,EQ,INE002A01018,10,1,10
Religare Enterprises Limited,21-Nov-07,RELIGARE,EQ,INE621H01010,10,1,10
Reliance Infrastructure Limited,8-Feb-95,RELINFRA,EQ,INE036A01016,10,1,10
Remsons Industries Limited,31-Jan-96,REMSONSIND,EQ,INE474C01015,10,1,10
Shree Renuka Sugars Limited,31-Oct-05,RENUKA,EQ,INE087H01022,1,1,1
Repco Home Finance Limited,1-Apr-13,REPCOHOME,EQ,INE612J01015,10,1,10
Repro India Limited,22-Dec-05,REPRO,EQ,INE461B01014,10,1,10
Responsive Industries Limited,29-Oct-10,RESPONIND,EQ,INE688D01026,1,1,1
Revathi Equipment Limited,11-Aug-05,REVATHI,EQ,INE617A01013,10,1,10
Reliance Home Finance Limited,22-Sep-17,RHFL,EQ,INE217K01011,10,1,10
Rico Auto Industries Limited,12-May-03,RICOAUTO,EQ,INE209B01025,1,1,1
Reliance Industrial Infrastructure Limited,29-Nov-95,RIIL,EQ,INE046A01015,10,1,10
RITES Limited,2-Jul-18,RITES,EQ,INE320J01015,10,1,10
Renaissance Jewellery Limited,12-Dec-07,RJL,EQ,INE722H01016,10,1,10
Ravi Kumar Distilleries Limited,27-Dec-10,RKDL,BE,INE722J01012,10,1,10
Ramkrishna Forgings Limited,5-May-04,RKFORGE,EQ,INE399G01015,10,1,10
Radha Madhav Corporation Limited,26-Nov-07,RMCL,EQ,INE172H01014,10,1,10
Rane (Madras) Limited,30-Aug-05,RML,EQ,INE050H01012,10,1,10
Reliance Nippon Life Asset Management Limited,6-Nov-17,RNAM,EQ,INE298J01013,10,1,10
Reliance Naval and Engineering Limited,9-Oct-09,RNAVAL,EQ,INE542F01012,10,1,10
Rohit Ferro-Tech Limited,13-Apr-06,ROHITFERRO,BE,INE248H01012,10,1,10
Royal Orchid Hotels Limited,6-Feb-06,ROHLTD,EQ,INE283H01019,10,1,10
Rollatainers Limited,22-Nov-16,ROLLT,EQ,INE927A01040,1,1,1
Rolta India Limited,1-Mar-95,ROLTA,EQ,INE293A01013,10,1,10
Rossell India Limited,25-Sep-12,ROSSELLIND,EQ,INE847C01020,2,1,2
RPG Life Sciences Limited,10-Jun-08,RPGLIFE,EQ,INE105J01010,8,1,8
Reliance Power Limited,11-Feb-08,RPOWER,EQ,INE614G01033,10,1,10
R.P.P. Infra Projects Limited,6-Dec-10,RPPINFRA,EQ,INE324L01013,10,1,10
R. S. Software (India) Limited,19-May-99,RSSOFTWARE,EQ,INE165B01029,5,1,5
RSWM Limited,15-Feb-95,RSWM,EQ,INE611A01016,10,1,10
R Systems International Limited,26-Apr-06,RSYSTEMS,EQ,INE411H01032,1,1,1
RattanIndia Infrastructure Limited,30-Jul-12,RTNINFRA,EQ,INE834M01019,2,1,2
RattanIndia Power Limited,30-Oct-09,RTNPOWER,EQ,INE399K01017,10,1,10
The Ruby Mills Limited,29-Mar-95,RUBYMILLS,EQ,INE301D01026,5,1,5
Ruchi Infrastructure Limited,16-Oct-96,RUCHINFRA,BE,INE413B01023,1,1,1
Ruchira Papers Limited,20-Dec-06,RUCHIRA,EQ,INE803H01014,10,1,10
Ruchi Soya Industries Limited,2-Jan-03,RUCHISOYA,EQ,INE619A01027,2,1,2
Rupa & Company Limited,7-Dec-11,RUPA,EQ,INE895B01021,1,1,1
Rushil Decor Limited,7-Jul-11,RUSHIL,EQ,INE573K01017,10,1,10
Sab Events & Governance Now Media Limited,15-Sep-16,SABEVENTS,EQ,INE860T01019,10,1,10
Sri Adhikari Brothers Television Network Limited,16-Nov-07,SABTN,BE,INE416A01036,10,1,10
Sadbhav Engineering Limited,1-Mar-06,SADBHAV,EQ,INE226H01026,1,1,1
Sadbhav Infrastructure Project Limited,16-Sep-15,SADBHIN,EQ,INE764L01010,10,1,10
Sagar Cements Limited,29-Jan-07,SAGCEM,EQ,INE229C01013,10,1,10
Steel Authority of India Limited,6-Jul-95,SAIL,EQ,INE114A01011,10,1,10
Sakthi Sugars Limited,6-Sep-95,SAKHTISUG,EQ,INE623A01011,10,1,10
Saksoft Limited,9-May-05,SAKSOFT,EQ,INE667G01015,10,1,10
Sakuma Exports Limited,8-Mar-06,SAKUMA,EQ,INE190H01016,10,1,10
Salasar Techno Engineering Limited,25-Jul-17,SALASAR,EQ,INE170V01019,10,1,10
Salona Cotspin Limited,16-Jun-16,SALONA,EQ,INE498E01010,10,1,10
Salora International Limited,15-Feb-95,SALORAINTL,BE,INE924A01013,10,1,10
S.A.L. Steel Limited,24-Nov-04,SALSTEEL,EQ,INE658G01014,10,1,10
Salzer Electronics Limited,2-Dec-15,SALZERELEC,EQ,INE457F01013,10,1,10
Sambhaav Media Limited,5-Jun-96,SAMBHAAV,EQ,INE699B01027,1,1,1
Sanco Industries Limited,22-Nov-16,SANCO,EQ,INE782L01012,10,1,10
The Sandesh Limited,26-Nov-02,SANDESH,EQ,INE583B01015,10,1,10
Sandhar Technologies Limited,2-Apr-18,SANDHAR,EQ,INE278H01035,10,1,10
Sangam (India) Limited,17-Jul-96,SANGAMIND,EQ,INE495C01010,10,1,10
Sanghi Industries Limited,10-May-95,SANGHIIND,EQ,INE999B01013,10,1,10
Sanghvi Forging and Engineering Limited,23-May-11,SANGHVIFOR,BE,INE263L01013,10,1,10
Sanghvi Movers Limited,24-Jan-07,SANGHVIMOV,EQ,INE989A01024,2,1,2
Sanofi India Limited,19-May-03,SANOFI,EQ,INE058A01010,10,1,10
Sanwaria Consumer Limited,27-Mar-06,SANWARIA,EQ,INE890C01046,1,1,1
Sarda Energy & Minerals Limited,3-Dec-09,SARDAEN,EQ,INE385C01013,10,1,10
Saregama India Limited,30-Jul-97,SAREGAMA,EQ,INE979A01017,10,1,10
Sarla Performance Fibers Limited,19-Jan-07,SARLAPOLY,EQ,INE453D01025,1,1,1
Sasken Technologies Limited,9-Sep-05,SASKEN,EQ,INE231F01020,10,1,10
Sastasundar Ventures Limited,5-Oct-10,SASTASUNDR,EQ,INE019J01013,10,1,10
Sathavahana Ispat Limited,27-Dec-06,SATHAISPAT,EQ,INE176C01016,10,1,10
Satin Creditcare Network Limited,26-Aug-15,SATIN,EQ,INE836B01017,10,1,10
SBI Life Insurance Company Limited,3-Oct-17,SBILIFE,EQ,INE123W01016,10,1,10
State Bank of India,1-Mar-95,SBIN,EQ,INE062A01020,1,1,1
Stampede Capital Limited,10-Oct-17,SCAPDVR,EQ,INE224E01036,1,1,1
Schaeffler India Limited,29-Nov-00,SCHAEFFLER,EQ,INE513A01014,10,1,10
S Chand And Company Limited,9-May-17,SCHAND,EQ,INE807K01035,5,1,5
Schneider Electric Infrastructure Limited,20-Mar-12,SCHNEIDER,EQ,INE839M01018,2,1,2
Shipping Corporation Of India Limited,13-Aug-97,SCI,EQ,INE109A01011,10,1,10
Som Distilleries & Breweries Limited,18-Mar-14,SDBL,EQ,INE480C01012,10,1,10
Seamec Limited,28-Jun-95,SEAMECLTD,EQ,INE497B01018,10,1,10
Selan Exploration Technology Limited,26-Sep-06,SELAN,EQ,INE818A01017,10,1,10
SEL Manufacturing Company Limited,21-Aug-07,SELMCL,EQ,INE105I01012,10,1,10
S.E. Power Limited,27-Jul-12,SEPOWER,BE,INE735M01018,10,1,10
Sequent Scientific Limited,10-Mar-16,SEQUENT,EQ,INE807F01027,2,1,2
Seshasayee Paper and Boards Limited,29-Mar-95,SESHAPAPER,EQ,INE630A01016,10,1,10
Setco Automotive Limited,1-Jul-16,SETCO,EQ,INE878E01021,2,1,2
Sezal Glass Limited,22-Nov-11,SEZAL,BZ,INE955I01036,10,1,10
Sheela Foam Limited,9-Dec-16,SFL,EQ,INE916U01025,5,1,5
Shree Ganesh Forgings Limited,22-May-07,SGFL,BE,INE883G01018,10,1,10
STL Global Limited,10-Apr-06,SGL,EQ,INE353H01010,10,1,10
Shah Alloys Limited,16-Jun-05,SHAHALLOYS,EQ,INE640C01011,10,1,10
Shakti Pumps (India) Limited,29-Jan-15,SHAKTIPUMP,EQ,INE908D01010,10,1,10
Shalby Limited,15-Dec-17,SHALBY,EQ,INE597J01018,10,1,10
Shalimar Paints Limited,3-Mar-08,SHALPAINTS,EQ,INE849C01026,2,1,2
Shankara Building Products Limited,5-Apr-17,SHANKARA,EQ,INE274V01019,10,1,10
Shanthi Gears Limited,17-Jan-96,SHANTIGEAR,EQ,INE631A01022,1,1,1
Sharda Cropchem Limited,23-Sep-14,SHARDACROP,EQ,INE221J01015,10,1,10
Sharda Motor Industries Limited,3-Sep-15,SHARDAMOTR,EQ,INE597I01010,10,1,10
Sharon Bio-Medicine Limited,7-Dec-11,SHARONBIO,BZ,INE028B01029,2,1,2
Shemaroo Entertainment Limited,1-Oct-14,SHEMAROO,EQ,INE363M01019,10,1,10
Shilpa Medicare Limited,3-Dec-09,SHILPAMED,EQ,INE790G01031,1,1,1
Shilpi Cable Technologies Limited,8-Apr-11,SHILPI,BE,INE510K01019,10,1,10
Shirpur Gold Refinery Limited,21-Mar-01,SHIRPUR-G,EQ,INE196B01016,10,1,10
Shivam Autotech Limited,21-Nov-06,SHIVAMAUTO,EQ,INE637H01024,2,1,2
Shiva Mills Limited,26-Feb-18,SHIVAMILLS,EQ,INE644Y01017,10,1,10
Shiva Texyarn Limited,26-Dec-17,SHIVATEX,EQ,INE705C01020,10,1,10
S H Kelkar and Company Limited,16-Nov-15,SHK,EQ,INE500L01026,10,1,10
Shoppers Stop Limited,23-May-05,SHOPERSTOP,EQ,INE498B01024,5,1,5
SHREE CEMENT LIMITED,26-Apr-95,SHREECEM,EQ,INE070A01015,10,1,10
Shree Pushkar Chemicals & Fertilisers Limited,10-Sep-15,SHREEPUSHK,EQ,INE712K01011,10,1,10
Shree Rama Multi-Tech Limited,13-Mar-00,SHREERAMA,EQ,INE879A01019,5,1,5
Shreyans Industries Limited,6-Nov-96,SHREYANIND,EQ,INE231C01019,10,1,10
